probe value
3339
2913
2467
1141
2109
3788
3120
1566
2136
3767
3244
1603
2133
3601
2841
1017
1511
3146
2682
1263
1783
3212
2680
1299
2186
3947
3263
1596
2201
3874
3216
1492
1909
3373
2743
904
1284
2948
2495
1207
1583
3090
2525
1162
2082
3961
3297
1620
2170
3834
3435
1773
2011
3460
2718
1317
1737
3223
2594
1058
1753
3295
2612
1185
2061
4007
3487
1617
1939
3451
3080
1639
1979
3269
2405
820
1465
3063
2504
966
1688
3260
2730
1368
2073
3934
3476
1807
2368
3903
3232
1626
2087
3638
2999
1100
1517
2969
2621
1227
1685
3134
2608
1310
1957
3652
3103
1509
2090
3572
2956
1521
1983
3374
2671
937
1453
3216
2536
1147
1713
3297
2755
1329
2120
3985
3365
1803
2256
3752
3325
1768
2150
3465
2511
839
1513
3132
2451
954
1632
3242
2665
982
1832
3728
3159
1589
2136
3721
3123
1399
1895
3549
2897
1089
1448
3055
2584
1172
1801
3292
2733
1289
2040
3899
3267
1611
2233
3919
3227
1413
1677
3250
2742
1107
1554
2977
2391
861
1493
3071
2485
1103
1939
3790
3254
1528
2184
3777
3057
1455
2096
3767
2878
951
1286
3100
2755
1268
1787
3290
2753
1281
2130
3941
3383
1626
2180
3884
3112
1458
1880
3575
2869
1035
1319
2945
2429
870
1502
3107
2760
1201
1841
3698
3172
1608
2162
3930
3340
1568
2001
3509
2915
1058
1667
3276
2760
1211
1632
3505
2975
1370
1997
3817
3401
1723
2065
3680
3208
1567
1955
3394
2593
802
1189
2973
2544
1067
1516
3182
2679
1097
2023
3963
3609
1921
2189
3788
3381
1781
2165
3662
2999
1157
1438
3148
2785
1152
1680
3210
2730
1229
1901
3609
3180
1641
2082
3656
3066
1462
1806
3299
2616
1038
1478
3122
2656
1093
1632
3281
2879
1543
2128
3827
3409
1956
2426
3826
3215
1590
2011
3508
2842
984
1486
3199
2605
973
1418
3006
2654
1168
1717
3664
3295
1688
2049
3407
2958
1597
2004
3488
2730
890
1404
3190
2751
1159
1642
3320
2992
1476
2029
3823
3523
2080
2462
3777
3157
1698
2149
3646
2783
1088
1503
3063
2547
1004
1526
3248
2743
1131
1868
3755
3218
1711
2086
3744
3259
1620
1995
3504
2905
1169
1525
3201
2764
1156
1683
3332
2861
1341
1863
3831
3436
1801
2198
3730
3181
1539
1898
3303
2773
977
1368
3081
2511
1018
1406
3016
2747
1267
1979
3707
3338
1811
2234
3763
3281
1749
2099
3540
2862
1147
1600
3243
2657
1179
1695
3288
2695
1314
2045
3880
3449
1712
2049
3698
3060
1561
1893
3382
2711
876
1314
2927
2520
970
1465
3126
2844
1312
1840
3689
3374
1871
2195
3692
3187
1636
2121
3599
2719
1105
1530
3169
2696
1012
1481
3249
2893
1319
1888
3678
3214
1682
2065
3667
3076
1317
1828
3406
2742
795
1140
2984
2632
1034
1460
3155
2770
1293
1933
3761
3407
1950
2263
3715
3223
1590
2092
3658
2857
1008
1344
3140
2642
985
1435
3187
2860
1178
1633
3509
3347
1725
2066
3544
3029
1541
1986
3355
2665
905
1588
3282
2698
945
1623
3467
3096
1407
1833
3809
3590
1863
2081
3743
3280
1649
1909
3525
2839
973
1295
3007
2585
961
1469
3079
2689
1123
1682
3663
3373
1715
2044
3447
3276
1631
1913
3563
2999
1205
1426
3092
2795
1303
1565
3351
2980
1319
1824
3750
3475
1869
2056
3564
3205
1531
1827
3449
2693
941
1138
2871
2665
1148
1362
3000
2746
1137
1889
3802
3537
1826
1928
3601
3315
1869
2132
3378
2875
1202
1568
3162
2769
1173
1604
3262
2942
1243
1647
3615
3496
1947
2024
3443
3042
1596
2003
3313
2697
1024
1328
2951
2580
938
1431
3095
2871
1405
1885
3656
3315
1791
2227
3832
3355
1682
1940
3559
3028
1129
1295
2907
2708
1241
1604
3055
2638
1219
1990
3761
3359
1614
2004
3519
3125
1459
1754
3326
2815
859
1251
2900
2486
1094
1544
3173
2795
1167
1717
3708
3412
1899
2173
3717
3136
1523
1890
3548
2959
1080
1259
2955
2671
1101
1449
3029
2728
1201
1803
3686
3251
1546
1877
3604
3282
1494
1720
3246
2790
1034
1255
2930
2625
1136
1479
3219
2863
1394
1963
3789
3481
1806
2130
3695
3262
1732
2070
3554
2884
1116
1296
2978
2596
996
1536
3254
2756
1068
1467
3560
3423
1724
1919
3480
3172
1627
1924
3423
2770
1055
1364
3119
2658
1001
1552
3399
3025
1338
1763
3663
3523
1889
2216
3688
3269
1604
1721
3239
2733
1035
1304
2825
2341
785
1424
3109
2664
979
1553
3739
3440
1715
2006
3718
3397
1719
1954
3600
3010
1157
1479
3166
2945
1224
1576
3309
2848
1245
1779
3793
3480
1652
1971
3665
3222
1418
1677
3393
2942
1041
1142
2750
2641
1042
1374
3131
2834
1202
1795
3624
3422
1875
2163
3837
3305
1562
1864
3496
3063
1176
1284
3030
2706
1020
1382
3178
2881
1302
1728
3518
3375
1767
2002
3493
3050
1526
1813
3301
2799
925
1194
3054
2710
1037
1402
3147
3079
1563
1813
3617
3476
1949
2196
3819
3353
1633
1931
3483
2899
1048
1260
3031
2769
1202
1552
3115
2815
1269
1679
3533
3230
1545
1947
3601
3219
1421
1559
3259
2837
1020
1198
2768
2710
1176
1488
3127
2877
1320
1797
3674
3630
2106
2144
3670
3309
1566
1929
3465
2844
1014
1211
2978
2881
1058
1196
2981
2908
1402
1719
3323
3244
1806
2003
3568
3088
1544
1793
3298
2835
1057
1360
3107
2801
1155
1465
3280
3007
1528
1939
3784
3604
1849
2086
3555
3391
1764
1827
3296
2807
1159
1292
2734
2394
893
1362
3076
2642
1061
1562
3541
3419
1595
1781
3498
3318
1752
1831
3269
2808
1107
1431
2984
2714
1252
1633
3332
2967
1401
1823
3740
3464
1754
1952
3562
3218
1664
1802
3288
2653
909
1203
2769
2557
1077
1443
3122
2800
1032
1712
3690
3574
1898
1885
3588
3453
1814
2037
3427
2912
1265
1382
3071
2694
1080
1593
3250
2852
1161
1685
3670
3478
1674
1880
3608
3285
1556
1714
3258
2788
917
1176
3050
2740
1153
1339
3083
2904
1378
1917
3629
3431
1801
2146
3943
3353
1560
1891
3524
3146
1094
1092
2939
2882
1242
1463
2999
2829
1320
1572
3470
3510
1836
2015
3431
2979
1443
1803
3393
2938
944
1021
2921
2704
1171
1483
3137
2999
1351
1740
3677
3480
1845
2084
3686
3327
1499
1805
3453
3022
1134
1143
2816
2786
1117
1271
2986
2908
1311
1625
3415
3323
1700
1959
3613
3254
1548
1778
3413
3016
1134
1252
3012
2869
1255
1469
3132
2892
1405
1801
3634
3549
1911
1924
3629
3373
1569
1727
3366
2942
1096
1084
2796
2654
1038
1205
3057
2806
1146
1475
3326
3448
1810
1759
3464
3132
1502
1752
3262
3029
1230
1273
2993
2862
1142
1500
3368
3160
1499
1589
3492
3596
1912
2011
3564
3244
1617
1639
3180
2887
963
1068
2739
2659
1086
1361
3004
2800
1237
1541
3508
3458
1851
2090
3602
3304
1800
2039
3607
3106
1202
1290
2966
2956
1328
1430
3025
2881
1369
1593
3387
3331
1798
1990
3463
3017
1287
1571
3300
2876
945
1039
2802
2758
1133
1192
2962
2948
1434
1756
3531
3518
2036
2114
3749
3512
1832
1967
3346
2865
1276
1392
3044
2722
998
1344
3150
2928
1270
1611
3467
3415
1680
1795
3567
3305
1557
1648
3153
2983
1236
1234
2820
2619
1207
1557
3213
3076
1405
1832
3765
3583
1990
2146
3690
3394
1611
1779
3326
3053
976
1022
2787
2748
1142
1284
2893
2778
1297
1577
3356
3251
1700
1847
3483
3228
1570
1811
3392
2995
1036
1164
3053
2962
1371
1332
3025
2973
1366
1814
3665
3617
1936
2028
3599
3346
1712
1695
3342
2900
981
1134
2793
2673
954
1202
3009
2958
1253
1382
3386
3448
1766
1874
3490
3341
1643
1671
3201
2974
1245
1384
2996
2767
1178
1365
3163
3040
1468
1691
3595
3528
1715
1840
3496
3332
1698
1614
3170
2867
1074
1100
2697
2496
1042
1377
3092
2735
1097
1512
3508
3565
1774
1768
3626
3482
1795
1764
3401
3200
1341
1337
2827
2824
1390
1644
3399
3024
1289
1595
3621
3628
1812
1789
3552
3501
1546
1421
3025
2885
1273
1165
2709
2528
990
1333
3156
2948
1233
1512
3578
3566
1899
2017
3695
3508
1719
1746
3398
3178
1326
1092
2742
2805
1250
1327
3041
2870
1224
1507
3432
3415
1718
1663
3344
3282
1618
1618
3116
2866
1091
1093
2743
2728
1051
1386
3298
3039
1428
1696
3702
3767
1960
1886
3696
3617
1859
1679
3175
3043
1221
1076
2759
2670
974
1030
2923
2855
1302
1397
3140
3214
1571
1710
3402
3322
1514
1465
3016
2896
1265
1206
2779
2668
1208
1440
3189
3121
1470
1670
3633
3752
2110
2062
3624
3494
1762
1660
3132
2972
1209
1145
2645
2380
1021
1290
2979
2795
1064
1357
3381
3459
1751
1701
3408
3385
1712
1446
2999
2943
1487
1451
2790
2600
1218
1476
3368
3070
1429
1729
3683
3639
1856
1769
3554
3550
1687
1573
3075
2878
1193
1020
2574
2512
970
1136
2822
2731
1177
1671
3560
3408
1547
1692
3616
3668
1716
1571
3232
3154
1395
1303
2884
2895
1266
1326
3116
3066
1519
1723
3545
3440
1770
1905
3662
3418
1547
1523
3200
3013
1167
1064
2687
2751
1119
1244
3069
3115
1615
1599
3381
3449
1911
2148
3639
3494
1688
1654
3355
3150
1253
1124
2814
2799
1243
1335
2997
2958
1217
1488
3407
3428
1787
1743
3439
3303
1451
1411
3205
3037
1179
1013
2755
2766
1190
1285
2994
3147
1482
1590
3585
3570
2017
2027
3691
3678
1689
1725
3428
3252
1366
1080
2885
2827
1232
1176
2899
2967
1438
1530
3279
3297
1708
1763
3429
3246
1381
1459
3265
3099
1168
925
2674
2802
1186
1280
3040
3057
1554
1628
3588
3791
1948
1901
3593
3536
1869
1597
3185
2987
1194
1105
2688
2597
980
1152
2938
2893
1223
1296
3254
3440
1720
1629
3346
3320
1632
1642
3272
3131
1259
1064
2730
2856
1269
1297
3150
3180
1421
1492
3451
3511
1910
1823
3515
3484
1658
1420
3151
3191
1280
1037
2636
2711
1189
1131
2918
2940
1426
1476
3242
3458
1857
1810
3510
3446
1787
1570
3128
3118
1287
1243
2871
2938
1335
1212
2933
3011
1548
1621
3353
3415
1816
1869
3369
